ARTIST,SONG,FILENAME,TIME_START,TIME_END,DURATION_PLAYED,CUE_ID,TRACK_ID,IN_FRAME,OUT_FRAME,GAIN_DB,DURATION_SECONDS,FADE_IN_MS,FADE_OUT_MS,END_REASON
Radiohead,All I Need,C:/Users/Seth Zwiebel/Music/All I Need - Radiohead.mp3,10:43:21,10:43:24,0:00:02.450865,40f0197a5c404c9ba3ff3d3f881d47e6,d622af94-2019-4f67-a7f4-e89b38b226e2,0,10982016,0.0,228.792,100,1000,eof
Primus,American Life,C:/Users/Seth Zwiebel/Music/American Life - Primus.mp3,10:43:23,10:43:26,0:00:03.250124,c578d6830bb2449cbada968e377ca208,aead8cef-c267-4075-a45b-0bc254fc0e7e,0,12966912,0.0,270.144,100,1000,eof
